COUNTY,RollNo,SCHOOL NAME,ADDRESS LINE 1,ADDRESS LINE 2,0-9,10-19,20-24,25-29,30-34,35-39,40and over,Total Pupils,Walking admin principal,Full-time equivalent mainstream class teachers,Other teachers full-time,Other teachers part-time,,,,,
CLARE,19559L,CHRIOST RI,CLOUGHLEIGH,ENNIS,,119,40,56,30,,,245,1,12,9,0,,,,,
CLARE,19698C,ST AIDANS NS,SMITHSTOWN,SHANNON,,,110,,97,73,,280,1,10,2,0,,,,,
CLARE,19700J,LISDOONVARNA N S,LISDOONVARNA,CO CLARE,,,42,29,32,,,103,0,4,1,0,,,,,
CLARE,19838P,GAEL SC MHICHIL CHIOSOG,INIS,CO AN CHLAIR,,,68,82,129,,,279,1,10,1,0,,,,,
CLARE,19849U,GAELSCOIL DONNCHA RUA,SIONNA,CO AN CHLAIR,,,,53,30,,,83,0,3,0,0,,,,,
CLARE,19999Q,GAELSCOIL UI CHOIMIN,AN T-IONAD OIGE,CILL ROIS,,,68,,,,,68,0,3,1,0,,,,,
CLARE,20041C,CONVENT OF MERCY NATIONAL SCHOOL,KILRUSH,CO CLARE,,34,111,134,,,,279,1,12,8,0,,,,,
CLARE,20075T,ST MOCHULLAS N.S.,ENNIS ROAD,TULLA,,,90,53,129,,,272,1,10,3,0,,,,,
CLARE,20078C,SN REALT NA MARA,CHAPEL ST,KILKEE,,36,,27,30,,,93,0,4,3,0,,,,,
CLARE,20086B,ENNIS EDUCATE TOGETHER NS,GORT ROAD,ENNIS,,17,42,54,30,,,143,1,6,5,0,,,,,
CLARE,20127M,SCOIL NA MAIGHDINE MHUIRE,CORA CHAITHLIN,INIS,,,44,75,67,,,186,1,7,3,0,,,,,
CLARE,20149W,ST FACHNAN & ST ATTRACTAS N S,KILFENORA,CO CLARE,,12,,50,,,,62,0,3,1,0,,,,,
CLARE,20245S,Ennistymon National School,Ennistymon,Co. Clare,,14,24,51,34,,,123,0,5,2,0,,,,,
CLARE,20312H,Raheen Wood Steiner School,Tuamgraney,Co Clare,,52,46,26,,,,124,0,6,2,0,,,,,
CLARE,20313J,Mol an Oige,Ennistoymon,Clare,,29,,56,31,,,116,0,5,1,2,,,,,
CORK CITY,01197D,STRAWBERRY HILL B N S,SUNDAYS WELL,CORK,,,66,81,,,,147,1,6,6,0,,,,,
CORK CITY,02707F,SUNDAYS WELL G N S,CORK,CO CORK,,,23,133,,,,156,1,6,3,0,,,,,
CORK CITY,05940D,SCOIL URSULA,BLACKROCK,CO CORK,,50,44,50,,,,144,1,7,6,0,,,,,
CORK CITY,12203G,S N NAOMH ANTAINE,BALLINLOUGH,CORK,,,163,351,280,,,794,1,29,11,0,,,,,
CORK CITY,12473M,GREENMOUNT MONASTERY NS,SCOIL MUIRE NA NGRAS,GREENMOUNT,,52,109,104,,,,265,1,12,10,0,,,,,
CORK CITY,13648D,ST LUKES MXD N S,MAHONYS AVE,CORK,,19,68,,,,,87,0,4,1,1,,,,,
CORK CITY,13696O,ST VINCENTS CONVENT N S,ST MARYS ROAD,CORK,,68,130,130,,,,328,1,15,5,0,,,,,
CORK CITY,13980L,S N B TOGHER CORK,TOGHER,CORK,,,146,56,92,,,294,1,12,6,0,,,,,
CORK CITY,14000C,SCOIL NAOMH MHUIRE,N MHUIRE AN OILEAIN,Bishop Street,,57,,27,32,,,116,1,6,5,0,,,,,
CORK CITY,14198D,NAOMH EOIN EASPAL,MAYFIELD,CO CORK,,83,63,,,,,146,1,8,7,0,,,,,
CORK CITY,15781P,BALLINTEMPLE N S,BALLINTEMPLE N S,CRAB LANE,,,,213,,,,213,1,8,3,1,,,,,
CORK CITY,16339F,S N IOSEF NAOFA,MARDYKE,CORK,,32,72,28,98,,,230,1,9,3,0,,,,,
CORK CITY,16680O,SCOIL COLMCILLE,BLARNEY ST,CORK,,94,,57,30,,,181,1,10,7,0,,,,,
CORK CITY,17024I,SCOIL NA CROISE NAOFA,MAHON,CORK,,88,85,79,,,,252,1,12,7,0,,,,,
CORK CITY,17045Q,ST PATRICKS B N S,BALLYHOOLEY ROAD,CORK,,97,87,,33,,,217,1,11,10,0,,,,,
CORK CITY,17105I,MUIRE GAN SMAL C,GLASHEEN,CORK,,52,68,28,61,,,209,1,9,4,0,,,,,
CORK CITY,17313P,OUR LADY OF LOURDES,BALLINLOUGH,CORK,,17,20,83,123,,,243,1,9,1,2,,,,,
CORK CITY,17993R,SCOIL MHUIRE GAN SMAL B,GLASHEEN,CORK,,106,72,104,,,,282,1,13,10,0,,,,,
CORK CITY,18153B,S N PADRAIG NAOFA C,DILLONS CROSS,CORK,,57,106,78,,,,241,1,11,6,0,,,,,
CORK CITY,18154D,S N PADRAIG NAOFA,DILLONS CROSS,CORK,,144,,,,,,144,1,8,4,0,,,,,
CORK CITY,18217B,SCOIL PADRE PIO N S,CHURCHFIELD,CORK CITY,,123,84,,,,,207,1,12,10,1,,,,,
CORK CITY,18253F,SCOIL NAOMH CAITRIONA,MODEL FARM ROAD,CORCAIGH,,18,22,133,183,,,356,1,13,4,0,,,,,
CORK CITY,18292P,GAELSCOIL AN TEAGHLAIGH NAOFA,BAILE FEITHEAN,CO CHORCAI,,17,64,104,31,,,216,1,9,3,0,,,,,
CORK CITY,18356P,S N BARRA NAOFA,SCOIL BHARRA,SRAID GILLABBEY,,,45,27,,,,72,0,3,2,0,,,,,
CORK CITY,18388F,SCOIL NAOMH MICHEAL,CHURCH ROAD,BLACKROCK,,32,,,,,,32,0,2,1,0,,,,,
CORK CITY,18563U,SCOIL NAOMH BRID C,EGLANTINE HOUSE,BALLINLOUGH,,,164,355,30,,,549,1,21,6,0,,,,,
CORK CITY,18566D,S N ATHAIR MAITIU C,AN TOCHAIR,CORCAIGH,,37,46,85,97,,,265,1,10,3,0,,,,,
CORK CITY,18587L,SCOIL MHUIRE BANRION,MAYFIELD,CORK,,60,65,51,30,,,206,1,10,6,0,,,,,
CORK CITY,18734V,REALT NA MAIDINE,BALLYPHEHANE,CORK,,60,24,26,,,,110,1,6,2,0,,,,,
CORK CITY,18786R,SCOIL IOSAGAIN,FARRANREE,CORK,,223,135,75,,,,433,1,24,11,0,,,,,
CORK CITY,19000E,S N AN SPIORAID NAOMH C,CURRAHEEN RD,BISHOPSTOWN,,37,,106,63,35,,241,1,9,3,0,,,,,
CORK CITY,19231A,S N BARRA NAOFA BHUACH,BEAUMOUNT,CORK,,53,20,110,33,38,,254,1,10,6,0,,,,,
CORK CITY,19232C,S N BARRA NAOFA CAILINI,BEAUMONT,CORK,,18,21,54,154,,,247,1,9,3,0,,,,,
CORK CITY,19426P,S N MHARCUIS B,AN GLEANN,CORCAIGH,,91,,,,,,91,1,6,3,0,,,,,
CORK CITY,19427R,S N BHREANNDAIN C,AN GHLEANN,CORCAIGH,,70,20,,,,,90,1,6,2,1,,,,,
CORK CITY,19588S,SCOIL NAOMH THERESE,BISHOPSTOWN,CORK,21,,,,,,,21,0,3,1,0,,,,,
CORK CITY,19714U,MHUIRE AR CHNOC HAOINE,KNOCKNAHEENY,CORK,,150,152,,,,,302,1,16,10,0,,,,,
CORK CITY,19730S,SCOIL OILIBHEIR,BALLINCOLLIE ROAD,BALLYVOLANE,,28,116,341,230,,,715,1,27,14,0,,,,,
CORK CITY,19852J,GAELSCOIL UI RIADA,BAILE AN EASPAIG,CO CHORCAI,,19,66,85,92,,,262,1,10,3,0,,,,,
CORK CITY,19882S,SCOIL AN ATHAIR TADHG O MURCHU,DUGLAS,CORCAIGH,,38,134,107,,35,40,354,1,14,3,0,,,,,
CORK CITY,19906G,Cork Educate Together National Scho,GRATTAN STREET,CORK,,,72,137,,,,209,1,8,2,0,,,,,
CORK CITY,19908K,GAELSCOIL MHACHAN,CARRAIG DUBH,CORCAIGH,,51,82,27,,,,160,1,8,5,0,,,,,
CORK CITY,19909M,GAELSCOIL PEIG SAYERS,UNIT 42 NORTH POINT BUSINESS PARK,NEW MALLOW ROAD,,49,23,28,,,,100,0,5,1,0,,,,,
CORK CITY,19993E,GAELSCOIL AN GHOIRT ALAINN,AIBHINNE MURMONT,GORT ALAINN,,,91,84,98,37,,310,1,11,3,1,,,,,
CORK CITY,20036J,NORTH PRESENTATION PRIMARY SCHOOL,GERALD GRIFFIN STREET,CORK CITY.,,51,129,52,,,,232,1,11,7,0,,,,,
CORK CITY,20038N,SCOIL AISEIRI CHRIOST,"FARRANREE,",CORK.,,234,91,54,,,,379,1,20,10,1,,,,,
CORK CITY,20077A,SCOIL AN SPIORAID NAOMH (BOYS),BISHOPSTOWN,CORK,,16,86,51,195,,,348,1,13,6,0,,,,,
CORK CITY,20106E,SCOIL NIOCLAIS,FRANKFIELD,GRANGE,,,23,577,270,,,870,2,31,12,0,,,,,
CORK CITY,20140E,SCOIL MHUIRE FATIMA,NORTH MONASTERY,CORK,,54,154,,,,,208,1,10,7,0,,,,,
CORK CITY,20388R,Bunscoil Chriost Ri,Turners Cross,Cork,,17,205,185,164,,,571,1,22,9,0,,,,,
CORK CITY,20389T,Scoil Maria Assumpta,Ballyphehane,Cork,,66,88,78,,,,232,1,11,6,1,,,,,
CORK COUNTY,00467B,BALLINSPITTLE N S,KINSALE,CO CORK,,17,45,56,33,,,151,0,6,2,0,,,,,
CORK COUNTY,00512D,MIDLETON CONVENT N S,MIDLETON,CO CORK,,,94,262,254,35,,645,1,23,9,0,,,,,
CORK COUNTY,01272O,S N CHUAN DOIR,CHUAN DOIR,CO CORK,,18,42,,,,,60,0,3,0,1,,,,,
CORK COUNTY,01687U,DROMLEIGH N S,MACROOM,CO CORK,,18,23,,31,,,72,0,3,1,0,,,,,
CORK COUNTY,01692N,FIRMOUNT MIXED N S,DONOUGHMORE,CO CORK,,,90,27,32,,,149,0,6,2,0,,,,,
CORK COUNTY,01867W,CASTLELYONS B N S,FERMOY,CO CORK,,19,71,29,64,,,183,0,7,2,0,,,,,
CORK COUNTY,02114B,S N BAILE UI GHIBLIN,MITCHELSTOWN,CO CORK,,,24,107,,,,131,0,5,2,1,,,,,
CORK COUNTY,02278I,MILLSTREET CONVENT N S,MILLSTREET,CO CORK,,,69,81,32,36,,218,1,8,3,0,,,,,
CORK COUNTY,02452V,CLOYNE B N S,CLOYNE,CO CORK,,,69,80,64,,,213,1,8,4,0,,,,,
CORK COUNTY,02803B,BANTEER N S,BANTEER,CO CORK,,,,135,,,,135,0,5,1,1,,,,,
CORK COUNTY,03704E,S N SEAN BAILE MOR,MALLOW,CO CORK,,,45,27,,,,72,0,3,1,0,,,,,
CORK COUNTY,04054T,BALLINDANGAN MIXED N S,MITCHELSTOWN,CO CORK,,26,,,,,,26,0,2,1,0,,,,,
CORK COUNTY,04118T,LEAMLARA MIXED N S,LEAMLARA,CO CORK,,,41,,66,,,107,0,4,2,1,,,,,
CORK COUNTY,04152T,S N CNOC AN BHILE,UPTON,CO CORK,,37,,,61,35,,133,0,5,2,0,,,,,
CORK COUNTY,04186N,S N BHIORAINN,BERRINGS,CO CORK,,19,22,140,,,,181,1,7,3,0,,,,,
CORK COUNTY,04230N,SCOIL NAOMH EOIN,BALLINCURRIG,LEAMLARA,,,24,51,31,,,106,0,4,2,0,,,,,
CORK COUNTY,04268P,CLOCHAR NA TOIRBHIRTE,DONERAILE,CO CORK,,,,103,,,,103,0,4,1,1,,,,,
CORK COUNTY,04442F,KYLE N S,YOUGHAL,CO CORK,,19,23,,,,,42,0,2,1,0,,,,,
CORK COUNTY,04572S,ST JOSEPHS N.S.,KINSALE,CO CORK,,17,43,25,33,,,118,0,5,3,0,,,,,
CORK COUNTY,04578H,BALLYVONGANE MIXED N S,AGHINA,CO CORK,,,21,25,,,,46,0,2,0,0,,,,,
CORK COUNTY,04953H,BALLYHASS MIXED N S,CECILSTOWN,MALLOW,,,69,85,,,,154,0,6,3,0,,,,,
CORK COUNTY,05257P,PRESENTATION CONVENT,BANDON,CO CORK,,,,162,30,,,192,1,7,4,0,,,,,
CORK COUNTY,05477G,LARAGH N S,BANDON,CO CORK,,,,55,93,,,148,0,5,2,0,,,,,
CORK COUNTY,05508O,ST COLUMBAS N.S,WITH FACILITY FOR DEAF CHILDREN,DUGHLAS,,,314,53,125,,,492,1,20,10,0,,,,,
CORK COUNTY,05565D,TRAFRASK MIXED N S,BANTRY,CO CORK,,15,24,,,,,39,0,2,0,0,,,,,
CORK COUNTY,05636A,DUNMANWAY MODEL N S,DUNMANWAY,CO CORK,,30,20,,,,,50,0,3,2,0,,,,,
CORK COUNTY,05656G,S N AN GHOILIN,SCIOBAIRIN,CO CORK,,18,21,,,,,39,0,2,0,0,,,,,
CORK COUNTY,06295F,FREEMOUNT MIXED N S,RATHLUIRC,CO CORK,,17,,25,32,,,74,0,3,1,0,,,,,
CORK COUNTY,06342L,VICARSTOWN MIXED N S,VICARSTOWN,CO CORK,,35,23,26,,,,84,0,4,2,0,,,,,
CORK COUNTY,07006A,BALLYCLOUGH MIXED N S,MALLOW,CO CORK,,18,48,56,,,,122,0,5,2,0,,,,,
CORK COUNTY,07101R,INCHICLOUGH N S,BANTRY,CO CORK,15,,,,,,,15,0,2,0,0,,,,,
CORK COUNTY,07242M,CLOGHROE MIXED N S,BLARNEY,CO CORK,,,119,263,185,,,567,1,21,10,0,,,,,
CORK COUNTY,07651G,CONVENT OF MERCY,CLONAKILTY,CO CORK,,57,24,50,64,36,,231,1,9,3,0,,,,,
CORK COUNTY,08393P,S N RATH DUBH,GRENAGH,CO CORK,,36,46,54,33,70,,239,1,9,3,0,,,,,
CORK COUNTY,08430S,SCOIL NAOMH SEOSAMH,SKIBBEREEN,CO CORK,,37,23,54,63,,,177,1,7,2,0,,,,,
CORK COUNTY,08828B,KILCORNEY MIXED N S,RATHCOOLE,MALLOW,,32,,,,,,32,0,2,1,0,,,,,
CORK COUNTY,08972I,CASTLEALACK N S,CHAISLEAN NA LEACHT,BANDON,,,48,27,,,,75,0,3,1,0,,,,,
CORK COUNTY,09161W,OUR LADY OF MERCY N S,BANTRY,CO CORK,,37,119,,33,71,,260,1,10,4,0,,,,,
CORK COUNTY,09537S,BALLINADEE N S,BANDON,CO CORK,,16,45,27,32,,,120,0,5,2,0,,,,,
CORK COUNTY,09815U,TULLASLEASE MIXED N S,RATHLUIRC,CO CORK,7,10,,,,,,17,0,2,1,0,,,,,
CORK COUNTY,09872J,CLOGHOOLA MIXED N S,MILLSTREET,CO CORK,7,11,,,,,,18,0,2,0,0,,,,,
CORK COUNTY,10047I,MACROOM CONVENT N S,MACROOM,CO CORK,,,,56,215,,,271,1,9,4,0,,,,,
CORK COUNTY,10243I,S N ACHADH EOCHAILLE,ENNISKEAN,CO CORK,,18,41,,,,,59,0,3,1,0,,,,,
CORK COUNTY,10499U,KILGARIFFE N S,CLONAKILTY,CO CORK,,22,,,,,,22,0,2,0,0,,,,,
CORK COUNTY,10523O,FERMOY ADAIR N S,FERMOY,CO CORK,,15,22,,,,,37,0,2,1,0,,,,,
CORK COUNTY,10548H,ST BRENDANS NATIONAL SCHOOL,BANTRY,CO CORK,,15,21,,,,,36,0,2,0,0,,,,,
CORK COUNTY,10724B,SOUTH ABBEY NS,YOUGHAL,CO CORK,,,22,54,,,,76,0,3,1,0,,,,,
CORK COUNTY,10739O,BALLINCARRIGA MXD N S,BALLINACARRIGA MXD,DUNMANWAY,,30,,26,,,,56,0,3,0,0,,,,,
CORK COUNTY,10771K,COBH N S,BELLEVUE,COBH,,22,,,,,,22,0,2,1,0,,,,,
CORK COUNTY,11236Q,NEWMARKET B N S,NEWMARKET,CO CORK,,18,47,27,,,,92,0,4,2,0,,,,,
CORK COUNTY,11245R,SN CILL MHIC ABHAIDH,LEAP,CO CORK,,14,21,,,,,35,0,2,0,0,,,,,
CORK COUNTY,11249C,BURNFORT N S,MALLOW,CO CORK,,15,,26,65,,,106,0,4,1,0,,,,,
CORK COUNTY,11262R,DRUIMNE N S,RATHLUIRC,CO CORK,,31,22,,,,,53,0,3,1,0,,,,,
CORK COUNTY,11337W,KILMAGNER N S,FERMOY,CO CORK,,31,20,,,,,51,0,3,2,0,,,,,
CORK COUNTY,11496T,SEANDROMA B N S,RATHLUIRC,CO CORK,,18,22,56,64,,,160,0,6,2,0,,,,,
CORK COUNTY,11931L,S N IOSEPH,DRINAGH,DUNMANWAY,,30,,,,,,30,0,2,0,0,,,,,
CORK COUNTY,11992I,WHITEGATE MIXED N S,MIDLETON,CO CORK,,,20,27,62,,,109,0,4,2,0,,,,,
CORK COUNTY,12004A,MALLOW NO 1 N S,SHORTCASTLE,MALLOW,,31,,25,,,,56,0,3,2,0,,,,,
CORK COUNTY,12012W,ST LUKES N S DOUGLAS,CORK,CO CORK,,,24,165,31,,,220,1,8,2,0,,,,,
CORK COUNTY,12015F,LISCARROL N S,MALLOW,CO CORK,,27,22,55,,,,104,1,5,3,0,,,,,
CORK COUNTY,12041G,ST JOHN THE BAPTIST N S,MIDLETON,CO CORK,,,,220,,,,220,1,8,3,0,,,,,
CORK COUNTY,12147W,S N AN AIRD,CLONAKILTY,CO CORK,,14,23,25,,,,62,0,3,1,0,,,,,
CORK COUNTY,12169J,TEMPLEBRADY N S,CROSSHAVEN,CO CORK,,,70,,,,,70,0,3,0,0,,,,,
CORK COUNTY,12259K,S N OIR CHEANN,EYERIES,BANTRY,,29,,,,,,29,0,2,0,1,,,,,
CORK COUNTY,12263B,GOGGINSHILL N S,BALLINHASSIG,CO CORK,,,23,109,33,,,165,0,6,2,0,,,,,
CORK COUNTY,12281D,WALTERSTOWN N S,COBH,CO CORK,,,45,29,61,,,135,0,5,2,0,,,,,
CORK COUNTY,12292I,CANOVEE MIXED N S,CARRIGADROHID,CO CORK,,18,22,,100,,,140,0,5,2,1,,,,,
CORK COUNTY,12382J,CURRIGLASS NS,CURRIGLASS,MALLOW,,15,24,,,,,39,0,2,1,0,,,,,
CORK COUNTY,12383L,UNION HALL MIXED N S,CORK,CO CORK,,,20,53,,,,73,0,3,1,0,,,,,
CORK COUNTY,12395S,RUSHEEN NS,COACHFORD,CO CORK,,18,65,,,,,83,0,4,1,0,,,,,
CORK COUNTY,12446J,S N GLEANN NA HULADH,MITCHELSTOWN,CO CORK,,50,21,,,,,71,0,4,1,0,,,,,
CORK COUNTY,12447L,BALTYDANIEL N S,MALLOW,CO CORK,,19,44,28,61,,,152,0,6,3,0,,,,,
CORK COUNTY,12456M,TIMOLEAGUE N S,BANDON,CO CORK,,19,,26,96,,,141,0,5,1,0,,,,,
CORK COUNTY,12505W,KILBARRY N S,MACROOM,CO CORK,,33,20,,,,,53,0,3,1,0,,,,,
CORK COUNTY,12598J,ARDAGH BOYS N S,ROSCARBERY,CO CORK,,18,42,,,,,60,0,3,1,1,,,,,
CORK COUNTY,12676D,CLOGHEEN MXD N S,CARRIGROHANE,CO CORK,,,46,141,,,,187,1,7,2,0,,,,,
CORK COUNTY,12685E,RUSHNACAHARA N S,DURRNS,BANTRY,,23,,,,,,23,0,2,2,0,,,,,
CORK COUNTY,12967O,INCHIGEELA N S,INCHIGEELA,CO CORK,,29,22,,,,,51,0,3,1,1,,,,,
CORK COUNTY,13031I,ST JOSEPHS CONVENT N S,RATHLUIRC,CO CORK,,38,64,,63,,,165,1,7,5,0,,,,,
CORK COUNTY,13095L,S N AN DROMA MHOIR,AGHAVILLE,BANTRY,,14,42,,,,,56,0,3,1,0,,,,,
CORK COUNTY,13125R,SCOIL DHAIRBHRE,CLONAKILTY,CO CORK,,,47,,34,,,81,0,3,1,0,,,,,
CORK COUNTY,13234W,CLOUGHDUV N S,CLOUGHDUV,CROOKSTOWN,,,66,55,30,,,151,0,6,2,0,,,,,
CORK COUNTY,13286S,TIRELTON N S MXD,MACROOM,CO CORK,,53,23,,,,,76,0,4,0,0,,,,,
CORK COUNTY,13375R,SCOIL BHRIDE,CROS MHATHUNA,BANDON,,,,165,62,,,227,1,8,2,1,,,,,
CORK COUNTY,13402R,KNOCKRAHA N S,KNOCKRAHA,CORK,,,44,77,,,,121,0,5,2,0,,,,,
CORK COUNTY,13450F,RUSHBROOK CON MERCY N S,COBH,CO CORK,,,94,389,212,,,695,1,25,14,0,,,,,
CORK COUNTY,13483U,S N ATH NA LIONTA,MALLOW,CO CORK,,,65,25,,,,90,0,4,0,1,,,,,
CORK COUNTY,13512B,SCOIL MHUIRE LOURDES,CARRIGALINE,CO CORK,,19,139,187,123,,,468,1,18,7,0,,,,,
CORK COUNTY,13543M,DERRINACAHARA N S,DUNMANWAY,CO CORK,,,,51,30,,,81,0,3,1,1,,,,,
CORK COUNTY,13647B,CASTLEMARTYR N S,CASTLEMARTYR,CO CORK,,,,85,94,,,179,0,6,2,0,,,,,
CORK COUNTY,13661S,DUNMANWAY CONVENT N S,DUNMANWAY,CO CORK,,15,20,55,,,,90,0,4,4,0,,,,,
CORK COUNTY,13662U,DUNMANWAY CONVENT INF,DUNMANWAY,CO CORK,,,23,76,,,,99,0,4,2,0,,,,,
CORK COUNTY,13663W,LOWER GLANMIRE N S,GLANMIRE,CO CORK,,61,43,84,,,,188,1,9,3,0,,,,,
CORK COUNTY,13728B,CASTLETOWNSEND MXD N S,SKIBBEREEN,CO CORK,,,,81,30,,,111,0,4,2,0,,,,,
CORK COUNTY,13747F,RIVERSTOWN N S,GLANMIRE,CO CORK,,,182,259,271,,,712,1,26,10,0,,,,,
CORK COUNTY,13779S,S N DHROM ATHAIN,MALLOW,CO CORK,,,23,29,96,71,,219,1,7,2,0,,,,,
CORK COUNTY,13828F,DOUGLAS B N S,DOUGLAS,CORK,,,185,213,93,,,491,1,19,9,0,,,,,
CORK COUNTY,13889C,SHANBALLY N S,RINN SCIDE,CO CORK,,36,23,169,,,,228,1,9,3,0,,,,,
CORK COUNTY,13910N,S N BUN AN TSABHAIRNE,CROSSHAVEN,CO CORK,,19,88,50,31,,,188,0,8,1,1,,,,,
CORK COUNTY,13976U,ST MATTHIAS N S,CHURCH ROAD,BALLYDEHOB,7,12,,,,,,19,0,2,1,0,,,,,
CORK COUNTY,14002G,KNOCKACLARIG MXD N S,BROSNA,TRALEE,,15,23,,,,,38,0,2,0,0,,,,,
CORK COUNTY,14014N,S N BAILE DEASMUMHAN,MALLOW,CO CORK,,,24,25,30,,,79,0,3,0,0,,,,,
CORK COUNTY,14022M,COACHFORD N S,COACHFORD,CO CORK,,,45,51,30,,,126,0,5,2,0,,,,,
CORK COUNTY,14052V,KANTURK B N S,KANTURK,CO CORK,,17,,52,31,,,100,0,4,2,0,,,,,
CORK COUNTY,14065H,SHERKIN ISLAND N S,BALTIMORE,CO CORK,12,,,,,,,12,0,2,0,0,,,,,
CORK COUNTY,14107U,CASTLETOWNROCHE N S,CASTLETOWNROCHE,CO CORK,,33,,25,,,,58,0,3,1,1,,,,,
CORK COUNTY,14116V,KILBRITTAIN MIXED N S,KILBRITTAIN,CO CORK,,,67,52,33,,,152,0,6,2,0,,,,,
CORK COUNTY,14225D,SCOIL BHRIDE,BALLYDEHOB,CO CORK,,,42,103,,,,145,0,6,1,1,,,,,
CORK COUNTY,14227H,KILCOE NS,SKIBBEREEN,CO CORK,,34,20,,,,,54,0,3,2,0,,,,,
CORK COUNTY,14303U,S N CLEIRE,OILEAN CHLEIRE,AN SCIOBAIRIN,8,,,,,,,8,0,2,0,2,,,,,
CORK COUNTY,14403B,ST JOHNS  N S,KINSALE,CO CORK,,36,,25,,,,61,0,3,2,0,,,,,
CORK COUNTY,14430E,DERRYCREHA N S,BANTRY,CO CORK,,,20,27,,,,47,0,2,0,0,,,,,
CORK COUNTY,14433K,ABBEYSTREWRY N S,SKIBBEREEN,CO CORK,,,46,51,,,,97,0,4,1,0,,,,,
CORK COUNTY,14726C,KINSALE N S,KINSALE,CO CORK,,,23,53,,,,76,0,3,0,1,,,,,
CORK COUNTY,14784Q,DUNMANWAY B N S,DUNMANWAY,CO CORK,,18,23,54,,,,95,0,4,2,0,,,,,
CORK COUNTY,14813U,ROSCARBERY CON N S,ROSCARBERY,CO CORK,,,23,28,62,,,113,0,4,1,0,,,,,
CORK COUNTY,14816D,SCOIL LACHTAIN NAOFA,CILL NA MARTRA,CO CHORCAI,,,22,25,30,,42,119,0,4,1,0,,,,,
CORK COUNTY,14839P,CLONDROHID N S,CLONDROHID,CO CORK,,19,46,51,68,,,184,1,7,3,1,,,,,
CORK COUNTY,14993C,S N RAE NA NDOIRI,RAE NA NDOIRI,MAIGH CHROMTHA,16,,,,,,,16,0,2,0,0,,,,,
CORK COUNTY,15010K,SCOIL AN CHROI RO NAOFA,ST ANNE'S ROAD,BLARNEY,,29,,29,66,,,124,0,5,2,0,,,,,
CORK COUNTY,15011M,S N C BHLARNA,IOSAGAIN,AN BHLARNA,,62,,28,63,,,153,0,7,1,0,,,,,
CORK COUNTY,15135H,BANTRY BOYS N S,BANTRY,CO CORK,,,67,27,33,,,127,0,5,3,1,,,,,
CORK COUNTY,15140A,BALLINGREE MXD N S,MACROOM,CO CORK,8,,21,,,,,29,0,2,0,0,,,,,
CORK COUNTY,15165Q,BALLINTOTAS N S,CASTLEMARTYR,CO CORK,,,22,51,62,,,135,0,5,1,1,,,,,
CORK COUNTY,15346U,S N BAILE AN MHUIRNE,CARRIG AN ADHMAID,MAIGH CHROMTHA,,16,44,53,,,,113,0,5,1,0,,,,,
CORK COUNTY,15380U,DROMAGH MIXED N S,DROMAGH,MALLOW,,,42,,,,,42,0,2,0,0,,,,,
CORK COUNTY,15410D,KILCROHANE N S,DURRUS,BANTRY,9,17,,,,,,26,0,2,0,0,,,,,
CORK COUNTY,15484J,GLOUNTHAUNE MIXED N.S.,GLOUNTHAUNE,CO.CORK,,,136,159,152,,,447,1,17,8,0,,,,,
CORK COUNTY,15516T,CLONPRIEST N S,YOUGHAL,CO CORK,,17,,82,31,,,130,0,5,2,0,,,,,
CORK COUNTY,15550T,BALLYHEEDA N S,BALLINHASSIG,CO CORK,,16,24,25,91,,,156,0,6,2,0,,,,,
CORK COUNTY,15563F,LISHEEN MIXED N S,SKIBBEREEN,CO CORK,,,40,27,,,,67,0,3,2,0,,,,,
CORK COUNTY,15594Q,GRANGE FERMOY N S,FERMOY,CO CORK,,,89,26,31,,,146,0,6,1,0,,,,,
CORK COUNTY,15597W,MACROOM B N S,MACROOM,CO CORK,,16,,109,,,,125,1,5,5,0,,,,,
CORK COUNTY,15646J,COOMHOLA N S,BANTRY,CO CORK,,19,67,,,,,86,0,4,1,0,,,,,
CORK COUNTY,15701O,BARTLEMY N S,RATHCORMAC,FERMOY,,,45,56,,,,101,0,4,3,0,,,,,
CORK COUNTY,15718I,S N SEOSAMH COBH,COBH,CO CORK,,,44,84,156,,,284,1,10,4,0,,,,,
CORK COUNTY,15792U,UPPER GLANMIRE N S,SCOIL NAOMH MICHEAL,UPPER GLANMIRE,,36,24,,188,,,248,1,9,5,0,,,,,
CORK COUNTY,15903D,KILLAVULLEN N S,MALLOW,CO CORK,,,44,55,31,,,130,0,5,1,1,,,,,
CORK COUNTY,16087E,KEALKIL N S,BANTRY,CO CORK,,18,,28,34,,,80,0,3,2,1,,,,,
CORK COUNTY,16109L,SCOIL REALT NA MARA,BALLYCOTTON,MIDLETON,,18,21,53,,,,92,0,4,2,0,,,,,
CORK COUNTY,16128P,Bunscoil na Toirbhirte,MITCHELSTOWN,CO CORK,,19,67,185,67,,,338,1,13,5,0,,,,,
CORK COUNTY,16159D,MALLOW CON N S,MALLOW,CO CORK,,,45,133,30,35,,243,1,9,2,0,,,,,
CORK COUNTY,16246V,DRUMCLUGH N S,BANTRY,CO CORK,,,22,,31,,,53,0,2,0,0,,,,,
CORK COUNTY,16259H,KILCOLMAN N S,ENNISKEAN,CO CORK,,19,44,,,,,63,0,3,2,0,,,,,
